Resistance [\fW]	Temperature [K]
41.4465	1.88523e-38
41.671	1.88523e-38
41.8946	1.88523e-38
42.1167	1.88523e-38
42.3377	1.88523e-38
42.5582	1.88523e-38
42.7772	1.88523e-38
42.9951	1.88523e-38
43.2126	1.88523e-38
43.429	1.88523e-38
43.6441	1.88523e-38
43.8589	1.88523e-38
44.0721	1.88523e-38
44.2853	1.88523e-38
44.4972	1.88523e-38
44.7083	1.88523e-38
44.9183	1.88523e-38
45.1282	1.88523e-38
45.3369	1.88523e-38
45.5446	1.88523e-38
45.7522	1.88523e-38
45.9589	1.88523e-38
46.1645	1.88523e-38
46.3698	1.88523e-38
46.5742	1.88523e-38
46.7785	1.88523e-38
46.9814	1.88523e-38
47.1837	1.88523e-38
47.3857	1.88523e-38
47.5868	1.88523e-38
47.7876	1.88523e-38
47.9877	1.88523e-38
48.2205	1.88523e-38
48.4523	1.88523e-38
48.683	1.88523e-38
48.9135	1.88523e-38
49.1426	1.88523e-38
49.3715	1.88523e-38
49.5994	1.88523e-38
49.8263	1.88523e-38
50.3436	1.88523e-38
50.856	1.88523e-38
51.3655	1.88523e-38
51.8712	1.88523e-38
52.3726	1.88523e-38
52.9025	1.88523e-38
53.4284	1.88523e-38
53.9507	1.88523e-38
54.4696	1.88523e-38
54.985	1.88523e-38
55.4971	1.88523e-38
56.0059	1.88523e-38
56.5111	1.88523e-38
57.0138	1.88523e-38
57.5432	1.88523e-38
58.069	1.88523e-38
58.5917	1.88523e-38
59.1116	1.88523e-38
59.6287	1.88523e-38
60.1429	1.88523e-38
60.6541	1.88523e-38
61.1634	1.88523e-38
61.6694	1.88523e-38
62.1736	1.88523e-38
62.676	1.88523e-38
63.2041	1.88523e-38
63.7293	1.88523e-38
64.2521	1.88523e-38
64.7735	1.88523e-38
65.2916	1.88523e-38
65.8082	1.88523e-38
66.3222	1.88523e-38
66.8349	1.88523e-38
67.3451	1.88523e-38
67.853	1.88523e-38
68.3592	1.88523e-38
68.8638	1.88523e-38
69.3659	1.88523e-38
69.8665	1.88523e-38
70.3914	1.88523e-38
70.9139	1.88523e-38
71.4354	1.88523e-38
71.9541	1.88523e-38
72.4711	1.88523e-38
72.9868	1.88523e-38
73.4998	1.88523e-38
74.0114	1.88523e-38
74.5219	1.88523e-38
75.0299	1.88523e-38
75.5363	1.88523e-38
76.0417	1.88523e-38
76.545	1.88523e-38
77.0466	1.88523e-38
77.5474	1.88523e-38
78.0714	1.88523e-38
78.5935	1.88523e-38
79.1139	1.88523e-38
79.6332	1.88523e-38
80.1506	1.88523e-38
80.6668	1.88523e-38
81.1816	1.88523e-38
81.6945	1.88523e-38
82.2061	1.88523e-38
82.7162	1.88523e-38
83.2254	1.88523e-38
83.7335	1.88523e-38
84.2388	1.88523e-38
84.7436	1.88523e-38
85.2475	1.88523e-38
85.7487	1.88523e-38
86.2494	1.88523e-38
86.772	1.88523e-38
87.2933	1.88523e-38
87.8122	1.88523e-38
88.3307	1.88523e-38
88.8473	1.88523e-38
89.3627	1.88523e-38
89.8766	1.88523e-38
90.3881	1.88523e-38
90.8998	1.88523e-38
91.4089	1.88523e-38
91.9167	1.88523e-38
92.4233	1.88523e-38
92.929	1.88523e-38
93.4332	1.88523e-38
93.9353	1.88523e-38
94.4362	1.88523e-38
94.9368	1.88523e-38
95.4583	1.88523e-38
95.9782	1.88523e-38
96.4984	1.88523e-38
97.0165	1.88523e-38
97.5343	1.88523e-38
98.051	1.88523e-38
98.5665	1.88523e-38
99.0812	1.88523e-38
99.5958	1.88523e-38
100.247	1.88523e-38
100.758	1.88523e-38
101.268	1.88523e-38
101.776	1.88523e-38
102.283	1.88523e-38
102.789	1.88523e-38
103.293	1.88523e-38
103.797	1.88523e-38
104.299	1.88523e-38
104.799	1.88523e-38
105.299	1.88523e-38
105.82	1.88523e-38
106.339	1.88523e-38
106.857	1.88523e-38
107.374	1.88523e-38
107.888	1.88523e-38
108.403	1.88523e-38
108.916	1.88523e-38
109.427	1.88523e-38
109.938	1.88523e-38
110.447	1.88523e-38
110.955	1.88523e-38
111.462	1.88523e-38
111.967	1.88523e-38
112.471	1.88523e-38
112.974	1.88523e-38
113.476	1.88523e-38
113.977	1.88523e-38
114.497	1.88523e-38
115.016	1.88523e-38
115.533	1.88523e-38
116.049	1.88523e-38
116.565	1.88523e-38
117.078	1.88523e-38
117.591	1.88523e-38
118.108	1.88523e-38
118.612	1.88523e-38
119.121	1.88523e-38
119.628	1.88523e-38
120.135	1.88523e-38
120.64	1.88523e-38
121.144	1.88523e-38
121.646	1.88523e-38
122.147	1.88523e-38
122.648	1.88523e-38
123.166	1.88523e-38
123.684	1.88523e-38
124.2	1.88523e-38
124.715	1.88523e-38
125.229	1.88523e-38
125.74	1.88523e-38
126.252	1.88523e-38
126.762	1.88523e-38
127.271	1.88523e-38
127.779	1.88523e-38
128.285	1.88523e-38
128.789	1.88523e-38
129.293	1.88523e-38
129.795	1.88523e-38
130.296	1.88523e-38
130.796	1.88523e-38
131.314	1.88523e-38
131.83	1.88523e-38
132.346	1.88523e-38
132.859	1.88523e-38
133.372	1.88523e-38
133.884	1.88523e-38
134.393	1.88523e-38
134.902	1.88523e-38
135.411	1.88523e-38
135.915	1.88523e-38
136.421	1.88523e-38
136.924	1.88523e-38
137.425	1.88523e-38
137.926	1.88523e-38
138.444	1.88523e-38
138.96	1.88523e-38
139.474	1.88523e-38
139.988	1.88523e-38
140.5	1.88523e-38
141.011	1.88523e-38
141.52	1.88523e-38
142.027	1.88523e-38
142.534	1.88523e-38
143.038	1.88523e-38
143.542	1.88523e-38
144.043	1.88523e-38
144.544	1.88523e-38
145.061	1.88523e-38
145.576	1.88523e-38
146.09	1.88523e-38
146.602	1.88523e-38
147.113	1.88523e-38
147.621	1.88523e-38
148.129	1.88523e-38
148.635	1.88523e-38
149.14	1.88523e-38
149.643	1.88523e-38
150.145	1.88523e-38
150.645	1.88523e-38
151.16	1.88523e-38
151.674	1.88523e-38
152.192	1.88523e-38
152.698	1.88523e-38
153.208	1.88523e-38
153.715	1.88523e-38
154.221	1.88523e-38
154.726	1.88523e-38
155.229	1.88523e-38
155.73	1.88523e-38
156.23	1.88523e-38
156.745	1.88523e-38
157.258	1.88523e-38
157.769	1.88523e-38
158.279	1.88523e-38
158.787	1.88523e-38
159.293	1.88523e-38
159.799	1.88523e-38
160.302	1.88523e-38
160.803	1.88523e-38
161.303	1.88523e-38
161.817	1.88523e-38
162.329	1.88523e-38
162.841	1.88523e-38
163.35	1.88523e-38
163.857	1.88523e-38
164.362	1.88523e-38
164.866	1.88523e-38
165.368	1.88523e-38
165.869	1.88523e-38
166.383	1.88523e-38
166.895	1.88523e-38
167.406	1.88523e-38
167.915	1.88523e-38
168.422	1.88523e-38
168.927	1.88523e-38
169.431	1.88523e-38
169.932	1.88523e-38
170.447	1.88523e-38
170.96	1.88523e-38
171.47	1.88523e-38
171.98	1.88523e-38
172.487	1.88523e-38
172.992	1.88523e-38
173.496	1.88523e-38
173.998	1.88523e-38
174.512	1.88523e-38
175.024	1.88523e-38
175.535	1.88523e-38
176.044	1.88523e-38
176.55	1.88523e-38
177.055	1.88523e-38
177.558	1.88523e-38
178.059	1.88523e-38
178.572	1.88523e-38
179.083	1.88523e-38
179.592	1.88523e-38
180.099	1.88523e-38
180.604	1.88523e-38
181.107	1.88523e-38
181.608	1.88523e-38
182.121	1.88523e-38
182.631	1.88523e-38
183.14	1.88523e-38
183.646	1.88523e-38
184.151	1.88523e-38
184.653	1.88523e-38
185.153	1.88523e-38
185.665	1.88523e-38
186.174	1.88523e-38
186.681	1.88523e-38
187.187	1.88523e-38
187.69	1.88523e-38
188.191	1.88523e-38
188.703	1.88523e-38
189.212	1.88523e-38
189.722	1.88523e-38
190.225	1.88523e-38
190.727	1.88523e-38
191.228	1.88523e-38
191.74	1.88523e-38
192.249	1.88523e-38
192.755	1.88523e-38
193.26	1.88523e-38
193.762	1.88523e-38
194.274	1.88523e-38
194.784	1.88523e-38
195.291	1.88523e-38
195.796	1.88523e-38
196.299	1.88523e-38
196.799	1.88523e-38
197.31	1.88523e-38
197.818	1.88523e-38
198.323	1.88523e-38
198.826	1.88523e-38
199.327	1.88523e-38
199.837	1.88523e-38
200.344	1.88523e-38
200.849	1.88523e-38
201.351	1.88523e-38
201.863	1.88523e-38
202.372	1.88523e-38
202.878	1.88523e-38
203.381	1.88523e-38
203.883	1.88523e-38
204.393	1.88523e-38
204.9	1.88523e-38
205.405	1.88523e-38
205.907	1.88523e-38
206.418	1.88523e-38
206.925	1.88523e-38
207.43	1.88523e-38
207.933	1.88523e-38
208.443	1.88523e-38
208.951	1.88523e-38
209.456	1.88523e-38
209.958	1.88523e-38
210.468	1.88523e-38
210.975	1.88523e-38
211.479	1.88523e-38
211.981	1.88523e-38
212.489	1.88523e-38
212.996	1.88523e-38
213.498	1.88523e-38
213.999	1.88523e-38
214.506	1.88523e-38
215.01	1.88523e-38
215.511	1.88523e-38
216.02	1.88523e-38
216.525	1.88523e-38
217.027	1.88523e-38
217.536	1.88523e-38
218.042	1.88523e-38
218.544	1.88523e-38
219.053	1.88523e-38
219.559	1.88523e-38
220.062	1.88523e-38
220.57	1.88523e-38
221.076	1.88523e-38
221.578	1.88523e-38
222.086	1.88523e-38
222.591	1.88523e-38
223.092	1.88523e-38
223.6	1.88523e-38
224.104	1.88523e-38
224.604	1.88523e-38
225.11	1.88523e-38
225.612	1.88523e-38
226.12	1.88523e-38
226.623	1.88523e-38
227.124	1.88523e-38
227.629	1.88523e-38
228.131	1.88523e-38
228.638	1.88523e-38
229.141	1.88523e-38
229.649	1.88523e-38
230.153	1.88523e-38
230.661	1.88523e-38
231.165	1.88523e-38
231.666	1.88523e-38
232.171	1.88523e-38
232.671	1.88523e-38
233.176	1.88523e-38
233.677	1.88523e-38
234.182	1.88523e-38
234.682	1.88523e-38
235.187	1.88523e-38
235.687	1.88523e-38
236.191	1.88523e-38
236.697	1.88523e-38
237.2	1.88523e-38
237.706	1.88523e-38
238.208	1.88523e-38
238.712	1.88523e-38
239.212	1.88523e-38
239.715	1.88523e-38
240.221	1.88523e-38
240.722	1.88523e-38
241.225	1.88523e-38
241.731	1.88523e-38
242.232	1.88523e-38
242.735	1.88523e-38
243.239	1.88523e-38
243.74	1.88523e-38
244.242	1.88523e-38
244.746	1.88523e-38
245.251	1.88523e-38
245.752	1.88523e-38
246.253	1.88523e-38
246.756	1.88523e-38
247.26	1.88523e-38
247.765	1.88523e-38
248.27	1.88523e-38
248.771	1.88523e-38
249.272	1.88523e-38
249.773	1.88523e-38
250.275	1.88523e-38
250.777	1.88523e-38
251.278	1.88523e-38
251.78	1.88523e-38
252.282	1.88523e-38
252.784	1.88523e-38
253.285	1.88523e-38
253.786	1.88523e-38
254.286	1.88523e-38
254.79	1.88523e-38
255.294	1.88523e-38
255.796	1.88523e-38
256.296	1.88523e-38
256.801	1.88523e-38
257.304	1.88523e-38
257.805	1.88523e-38
258.309	1.88523e-38
258.811	1.88523e-38
259.315	1.88523e-38
259.817	1.88523e-38
260.321	1.88523e-38
260.823	1.88523e-38
261.325	1.88523e-38
261.829	1.88523e-38
262.33	1.88523e-38
262.832	1.88523e-38
263.334	1.88523e-38
263.837	1.88523e-38
264.339	1.88523e-38
264.842	1.88523e-38
265.344	1.88523e-38
265.846	1.88523e-38
266.347	1.88523e-38
266.847	1.88523e-38
267.35	1.88523e-38
267.851	1.88523e-38
